"index","country_name","country_code","indicator_name","indicator_code","debt"
"485","Colombia","COL","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","4909293190"
"486","Comoros","COM","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","13460035.4"
"487","Comoros","COM","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","937189.9"
"488","Comoros","COM","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","2610216"
"489","Comoros","COM","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","8492726.4"
"490","Comoros","COM","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","782831.5"
"491","Comoros","COM","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","2182053.1"
"492","Comoros","COM","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","4967309"
"493","Comoros","COM","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","154358.4"
"494","Comoros","COM","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","4792269.1"
"495","Comoros","COM","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","13460035.4"
"496","Comoros","COM","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","937189.9"
"497","Comoros","COM","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","4792269.1"
"498","Congo, Dem. Rep.","COD","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","370323229.6"
"499","Congo, Dem. Rep.","COD","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","116207399.2"
"500","Congo, Dem. Rep.","COD","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","116452329.4"
"501","Congo, Dem. Rep.","COD","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","103263632"
"502","Congo, Dem. Rep.","COD","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","62260653.1"
"503","Congo, Dem. Rep.","COD","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","278750"
"504","Congo, Dem. Rep.","COD","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","0"
"505","Congo, Dem. Rep.","COD","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","143105462"
"506","Congo, Dem. Rep.","COD","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","267059597.6"
"507","Congo, Dem. Rep.","COD","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","53946746.1"
"508","Congo, Dem. Rep.","COD","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","259557791.4"
"509","Congo, Dem. Rep.","COD","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","370323229.6"
"510","Congo, Dem. Rep.","COD","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","116207399.2"
"511","Congo, Dem. Rep.","COD","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","278750"
"512","Congo, Dem. Rep.","COD","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","0"
"513","Congo, Dem. Rep.","COD","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","259836541.4"
"514","Congo, Rep.","COG","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","247432137.7"
"515","Congo, Rep.","COG","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","33115657.6"
"516","Congo, Rep.","COG","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","186071498.1"
"517","Congo, Rep.","COG","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","150347308.2"
"518","Congo, Rep.","COG","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","19522109.8"
"519","Congo, Rep.","COG","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","0"
"520","Congo, Rep.","COG","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","8736000"
"521","Congo, Rep.","COG","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","21696428.5"
"522","Congo, Rep.","COG","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","189000"
"523","Congo, Rep.","COG","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","18114469"
"524","Congo, Rep.","COG","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","97084829.5"
"525","Congo, Rep.","COG","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","4668547.8"
"526","Congo, Rep.","COG","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","204185967.1"
"527","Congo, Rep.","COG","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","247432137.7"
"528","Congo, Rep.","COG","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","24190657.6"
"529","Congo, Rep.","COG","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","21696428.5"
"530","Congo, Rep.","COG","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","8925000"
"531","Congo, Rep.","COG","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","225882395.6"
"532","Costa Rica","CRI","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","600552336.8"
"533","Costa Rica","CRI","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1031562783.4"
"534","Costa Rica","CRI","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","491033000"
"535","Costa Rica","CRI","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","34085176.1"
"536","Costa Rica","CRI","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","105969275.9"
"537","Costa Rica","CRI","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","10709783.4"
"538","Costa Rica","CRI","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","0"
"539","Costa Rica","CRI","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","361312000"
"540","Costa Rica","CRI","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","351141926.7"
"541","Costa Rica","CRI","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","1234500"
"542","Costa Rica","CRI","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","59937000"
"543","Costa Rica","CRI","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","272808260.7"
"544","Costa Rica","CRI","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","493348560.9"
"545","Costa Rica","CRI","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","108571000"
"546","Costa Rica","CRI","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","306893436.8"
"547","Costa Rica","CRI","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","599317836.8"
"548","Costa Rica","CRI","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","119280783.4"
"549","Costa Rica","CRI","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","351141926.7"
"550","Costa Rica","CRI","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","1234500"
"551","Costa Rica","CRI","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","421249000"
"552","Costa Rica","CRI","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","1776491747.9"
"553","Costa Rica","CRI","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","1118456384.4"
"554","Cote d'Ivoire","CIV","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","1081936422.8"
"555","Cote d'Ivoire","CIV","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","422427447.9"
"556","Cote d'Ivoire","CIV","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","30540339.7"
"557","Cote d'Ivoire","CIV","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","478283000.5"
"558","Cote d'Ivoire","CIV","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","526901028"
"559","Cote d'Ivoire","CIV","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","73124399.9"
"560","Cote d'Ivoire","CIV","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","126548133.3"
"561","Cote d'Ivoire","CIV","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","282160778.3"
"562","Cote d'Ivoire","CIV","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","84629406.5"
"563","Cote d'Ivoire","CIV","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","555035394.8"
"564","Cote d'Ivoire","CIV","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","36573930"
"565","Cote d'Ivoire","CIV","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","562912407"
"566","Cote d'Ivoire","CIV","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","1081936422.8"
"567","Cote d'Ivoire","CIV","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","109698329.9"
"568","Cote d'Ivoire","CIV","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","11333333.3"
"569","Cote d'Ivoire","CIV","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","28000"
"570","Cote d'Ivoire","CIV","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","137881466.6"
"571","Cote d'Ivoire","CIV","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","282188778.3"
"572","Cote d'Ivoire","CIV","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","979241934.4"
"573","Cote d'Ivoire","CIV","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","278448060.8"
"574","Djibouti","DJI","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","176522478.2"
"575","Djibouti","DJI","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","54325937.5"
"576","Djibouti","DJI","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","48803279.1"
"577","Djibouti","DJI","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","85687012.09999998"
"578","Djibouti","DJI","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","44878881.9"
"579","Djibouti","DJI","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","127000"
"580","Djibouti","DJI","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","11000"
"581","Djibouti","DJI","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","34254909.2"
"582","Djibouti","DJI","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","90835466.1"
"583","Djibouti","DJI","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","9436055.6"
"584","Djibouti","DJI","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","83058188.29999998"
"585","Djibouti","DJI","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","176522478.2"
"586","Djibouti","DJI","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","54314937.5"
"587","Djibouti","DJI","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","127000"
"588","Djibouti","DJI","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","11000"
"589","Djibouti","DJI","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","83185188.29999998"
"590","Dominica","DMA","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","17673239"
"591","Dominica","DMA","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","6947369.4"
"592","Dominica","DMA","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","8487067.1"
"593","Dominica","DMA","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","1092575"
"594","Dominica","DMA","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","1693891.5"
"595","Dominica","DMA","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","97108.5"
"596","Dominica","DMA","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","1706962.9"
"597","Dominica","DMA","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","1142907.2"
"598","Dominica","DMA","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","288740.8"
"599","Dominica","DMA","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","11130355.8"
"600","Dominica","DMA","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","16580664"
"601","Dominica","DMA","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","3120737.1"
"602","Dominica","DMA","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","19617422.9"
"603","Dominica","DMA","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","17673239"
"604","Dominica","DMA","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","4814628.6"
"605","Dominica","DMA","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","536719.6"
"606","Dominica","DMA","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","137037.1"
"607","Dominica","DMA","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","1776735.3"
"608","Dominica","DMA","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","2132740.8"
"609","Dominica","DMA","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","21394158.2"
"610","Dominican Republic","DOM","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","643781535.5"
"611","Dominican Republic","DOM","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1365524193.4"
"612","Dominican Republic","DOM","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","424284000"
"613","Dominican Republic","DOM","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","214014574.6"
"614","Dominican Republic","DOM","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","311336450.8"
"615","Dominican Republic","DOM","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","43812226.9"
"616","Dominican Republic","DOM","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","0"
"617","Dominican Republic","DOM","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","766308000"
"618","Dominican Republic","DOM","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","313591688.9"
"619","Dominican Republic","DOM","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","136346421.2"
"620","Dominican Republic","DOM","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","39744531.5"
"621","Georgia","GEO","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","63295059"
"622","Dominican Republic","DOM","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","254728306.1"
"623","Dominican Republic","DOM","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","186149762.4"
"624","Dominican Republic","DOM","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","91151435"
"625","Dominican Republic","DOM","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","468742880.7"
"626","Dominican Republic","DOM","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","497486213.2"
"627","Dominican Republic","DOM","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","134963661.9"
"628","Dominican Republic","DOM","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","9497666.6"
"629","Dominican Republic","DOM","PPG, other private creditors (DIS, current US$)","DT.DIS.PROP.CD","9948901.1"
"630","Dominican Republic","DOM","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","224000"
"631","Dominican Republic","DOM","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","323089355.5"
"632","Dominican Republic","DOM","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","146295322.3"
"633","Dominican Republic","DOM","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","806276531.5"
"634","Dominican Republic","DOM","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","1978111141.2"
"635","Dominican Republic","DOM","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","1186278905"
"636","Ecuador","ECU","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","819756142.2"
"637","Ecuador","ECU","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1902464851.8"
"638","Ecuador","ECU","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","222441000"
"639","Ecuador","ECU","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","1177917742.6"
"640","Ecuador","ECU","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","415778474.8"
"641","Ecuador","ECU","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","424453624.8"
"642","Ecuador","ECU","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","360282500"
"643","Ecuador","ECU","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","809837000"
"644","Ecuador","ECU","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","79394343.7"
"645","Ecuador","ECU","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","60256258.1"
"646","Ecuador","ECU","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","207314486.5"
"647","Ecuador","ECU","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","578894793.9"
"648","Ecuador","ECU","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","343721409.3"
"649","Ecuador","ECU","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","237657740.5"
"650","Ecuador","ECU","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","1756812536.5"
"651","Ecuador","ECU","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","759499884.1"
"652","Ecuador","ECU","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","662111365.3"
"653","Ecuador","ECU","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","122807000"
"654","Ecuador","ECU","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","761000"
"655","Ecuador","ECU","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","562483843.7"
"656","Ecuador","ECU","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","60256258.1"
"657","Ecuador","ECU","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","1017912486.5"
"658","Ecuador","ECU","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","3623731570.2"
"659","Ecuador","ECU","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","1304435190"
"660","Egypt, Arab Rep.","EGY","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","9552207423.5"
"661","Egypt, Arab Rep.","EGY","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","1480967451"
"662","Egypt, Arab Rep.","EGY","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","3477000"
"663","Egypt, Arab Rep.","EGY","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","6949184320.5"
"664","Egypt, Arab Rep.","EGY","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","7275502144.399999"
"665","Egypt, Arab Rep.","EGY","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","462561367"
"666","Egypt, Arab Rep.","EGY","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","0"
"667","Egypt, Arab Rep.","EGY","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","607496000"
"668","Egypt, Arab Rep.","EGY","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","222817364.8"
"669","Egypt, Arab Rep.","EGY","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","196463721.6"
"670","Egypt, Arab Rep.","EGY","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","85717906.5"
"671","Egypt, Arab Rep.","EGY","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","2424904078"
"672","Egypt, Arab Rep.","EGY","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","2080241557.5"
"673","Egypt, Arab Rep.","EGY","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","321643387.3"
"674","Egypt, Arab Rep.","EGY","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","9374088398.5"
"675","Egypt, Arab Rep.","EGY","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","9355743701.9"
"676","Egypt, Arab Rep.","EGY","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","784204754.2999998"
"677","Egypt, Arab Rep.","EGY","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","546016.3"
"678","Egypt, Arab Rep.","EGY","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","71790.2"
"679","Egypt, Arab Rep.","EGY","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","223363381.1"
"680","Egypt, Arab Rep.","EGY","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","196463721.6"
"681","Egypt, Arab Rep.","EGY","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","693285696.7"
"682","Egypt, Arab Rep.","EGY","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","9692114176.9"
"683","Egypt, Arab Rep.","EGY","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","94662397.3"
"684","El Salvador","SLV","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","245967023.2"
"685","El Salvador","SLV","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","690320052.7"
"686","El Salvador","SLV","Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","163296000"
"687","El Salvador","SLV","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","46180727.2"
"688","El Salvador","SLV","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","16377537.9"
"689","El Salvador","SLV","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","10447436.1"
"690","El Salvador","SLV","PPG, bonds (AMT, current US$)","DT.AMT.PBND.CD","1259866714.3"
"691","El Salvador","SLV","PPG, bonds (INT, current US$)","DT.INT.PBND.CD","393550000"
"692","El Salvador","SLV","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","11407489.1"
"693","El Salvador","SLV","PPG, commercial banks (DIS, current US$)","DT.DIS.PCBK.CD","72460052.2"
"694","El Salvador","SLV","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","11143690.6"
"695","El Salvador","SLV","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","298939687.1"
"696","El Salvador","SLV","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","157129433.1"
"697","El Salvador","SLV","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","111128086.3"
"698","El Salvador","SLV","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","345120414.3"
"699","El Salvador","SLV","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","173506971"
"700","El Salvador","SLV","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","121575522.4"
"701","El Salvador","SLV","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","555864.6"
"702","El Salvador","SLV","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","754839.7"
"703","El Salvador","SLV","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","1271830068"
"704","El Salvador","SLV","PPG, private creditors (DIS, current US$)","DT.DIS.PRVT.CD","72460052.2"
"705","El Salvador","SLV","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","405448530.3"
"706","El Salvador","SLV","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","2574548482.3"
"707","El Salvador","SLV","Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$)","DT.AMT.DPNG.CD","957598000"
"708","Eritrea","ERI","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","7203213.6"
"709","Eritrea","ERI","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","5851311.7"
"710","Eritrea","ERI","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","15627602.4"
"711","Eritrea","ERI","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","2678802.6"
"712","Eritrea","ERI","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","1556112.1"
"713","Eritrea","ERI","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","15482475.4"
"714","Eritrea","ERI","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","4524411"
"715","Eritrea","ERI","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","4124899"
"716","Eritrea","ERI","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","31110077.8"
"717","Eritrea","ERI","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","7203213.6"
"718","Eritrea","ERI","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","5681011.1"
"719","Eritrea","ERI","PPG, other private creditors (AMT, current US$)","DT.AMT.PROP.CD","0"
"720","Eritrea","ERI","PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","170300.6"
"721","Eritrea","ERI","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","0"
"722","Eritrea","ERI","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","170300.6"
"723","Eritrea","ERI","Principal repayments on external debt, long-term (AMT, current US$)","DT.AMT.DLXF.CD","31110077.8"
"724","Eswatini","SWZ","Disbursements on external debt, long-term (DIS, current US$)","DT.DIS.DLXF.CD","106108147.6"
"725","Eswatini","SWZ","Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","12654109.2"
"726","Eswatini","SWZ","PPG, bilateral (AMT, current US$)","DT.AMT.BLAT.CD","21586421.3"
"727","Eswatini","SWZ","PPG, bilateral (DIS, current US$)","DT.DIS.BLAT.CD","54462529.7"
"728","Eswatini","SWZ","PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","5511319"
"729","Eswatini","SWZ","PPG, commercial banks (AMT, current US$)","DT.AMT.PCBK.CD","0"
"730","Eswatini","SWZ","PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","1801378.1"
"731","Eswatini","SWZ","PPG, multilateral (AMT, current US$)","DT.AMT.MLAT.CD","18130218.8"
"732","Eswatini","SWZ","PPG, multilateral (DIS, current US$)","DT.DIS.MLAT.CD","51645617.9"
"733","Eswatini","SWZ","PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","5341412.1"
"734","Eswatini","SWZ","PPG, official creditors (AMT, current US$)","DT.AMT.OFFT.CD","39716640.1"
"735","Eswatini","SWZ","PPG, official creditors (DIS, current US$)","DT.DIS.OFFT.CD","106108147.6"
"736","Eswatini","SWZ","PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","10852731.1"
"737","Eswatini","SWZ","PPG, private creditors (AMT, current US$)","DT.AMT.PRVT.CD","0"
"738","Eswatini","SWZ","PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","1801378.1"
